,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7
26,0.6053000145752913,0.5838202795960061,0.5701415990266011,0.8086619110889437,0.6710719805454695,0.615914015288756,0.6483455055555575
27,0.5768127486167728,0.5816973176814128,0.5630813091672537,0.725125431310948,0.6642832349136875,0.6478077665670052,0.6455906708524769
28,0.5684122548266131,0.5932405532204283,0.5896332110222737,0.7427235833554218,0.6770221970043746,0.6470140834621786,0.6633655136940387
29,0.5610503714065302,0.6026361097336957,0.5528396634222293,0.7162698794148099,0.6689761292337482,0.6393149121133044,0.6293224386833247
30,0.57384512002138,0.5993462481833332,0.5512874592826783,0.651139560510298,0.6676811666312166,0.6331923640916907,0.6713606627193925
31,0.5820586662880918,0.5865302675044305,0.5169258345869499,0.6514308233366549,0.6662514247777843,0.6324851503987075,0.6325713306364888
32,0.5781037027402461,0.604913364405196,0.5329930085324459,0.7251717921597503,0.6535419826296953,0.6370525786863374,0.6414478903867105
33,0.5476687992502015,0.5957218317519106,0.5446055616237896,0.6535827712619438,0.6614837681045302,0.6412571793622192,0.6292895679903167
34,0.5486909278948878,0.6061936565666444,0.5535379733125078,0.6880123938967714,0.6545129963037302,0.6179353221139442,0.6214458855698611
35,0.5254203174138093,0.596625088490816,0.5423196757287563,0.6816793642688536,0.678660904855154,0.605041324701812,0.6414803977427276
36,0.5154751347792713,0.5903179833971915,0.5664503703327334,0.6966884738769855,0.6557471901331565,0.6130471502856529,0.6296247255490369
37,0.5158811829189162,0.5812503115053315,0.558908167931657,0.6634099475645421,0.6554552448758454,0.585681269869519,0.6225410155735494
38,0.5119705305218869,0.5859535063942289,0.5684267424649128,0.6744896119535115,0.6618186343351848,0.6046186781427012,0.6271411146999849
39,0.5322151484426537,0.5661190162535362,0.5650186964108412,0.6685440519819057,0.6548330350413015,0.5821514498362249,0.6197495499800019
40,0.5164944677046917,0.5867065245978899,0.5807030276887674,0.6699954996199661,0.6530176534633343,0.6282572327641668,0.6071029054394916
41,0.5565000418232287,0.6001401241966496,0.5812840247122425,0.6690204951857072,0.6311011536279365,0.6506217861195321,0.6278776879989142
42,0.5145544155205217,0.5972269111366558,0.574939083934594,0.6385751129534022,0.6648423123850306,0.6556340887389565,0.626148146355045
43,0.5227905712498961,0.5671335186296381,0.545782061489291,0.6650446293872263,0.6176626586531367,0.6440277346203276,0.60810352075615
44,0.5287405083241222,0.5815356361806376,0.5765872263348814,0.6778318768311928,0.6080930394607458,0.6901923281833086,0.6148269566854183
45,0.5223201800035696,0.5619362340803667,0.57895143086909,0.6996929829849915,0.6098957700854251,0.6630735921374005,0.6293832245459688
46,0.5333169396029112,0.5700505807794126,0.5638586653999768,0.7219316823591111,0.6250767619776622,0.6419499502629472,0.6046565571434854
47,0.5127911178844892,0.5646242140160377,0.5569942859985094,0.6595652703252514,0.6177200164278599,0.6368211462932888,0.652462358212875
48,0.5129929377579392,0.5583927050908993,0.5488668370554428,0.6940918357707542,0.6079082744023447,0.6525199344022466,0.6350263712170605
49,0.5243481864050865,0.5641710739546232,0.539790672433031,0.6576033299658676,0.6154121798261537,0.6462796341351197,0.6399915812586869
50,0.518142178236999,0.5743460185481785,0.5417050904115496,0.6551918513065439,0.621472086343371,0.6051270043792951,0.6461726730607946
